Topic,Discussion,User,Time
Fresh FSD video; Mindblowing,"I guess I’m up $2k on my obsolete 2020 Model 3, lol. 
I am working on developing trust in the self driving features, and this is just going into corners on the highway, not driving in complicated city environments.
Does that get better with time, developing a sense of trust?",larry_98733015,October 22
Fresh FSD video; Mindblowing,You can only die once,Ross1,October 22
Fresh FSD video; Mindblowing,"Larry, yes it does!",M3phan,October 22
Fresh FSD video; Mindblowing,"Bighorn, level 5, I thought the same thing...the genuine excitement these two dudes had witnessing what the car was doing on a BETA pre-fleet release made me think that timeline is not a decade off. No way.",M3phan,October 22
Fresh FSD video; Mindblowing,"I guess early testers are like test pilots but the risks are lower.
There is always risk. I could be killed by the autonomous driving system, a moment of my own inattentiveness, or by the negligence of another driver.
Overall, I am sure the autonomous systems drive better than humans but in specific situations that may not be true.",larry_98733015,October 22
Fresh FSD video; Mindblowing,"If the screen is so busy with all those road, object, and sign indicators, how will I be able to see if my brake lights or turn signals are on?
;)",M-A-B-MCMLXXX,October 22
Fresh FSD video; Mindblowing,Hahahaha. That beta screen viz is nuts. But it is cool to see what the computer sees. Interested to see how the fleet version cleaned up will look. Guess we may see more objects? Or maybe just relevant ones to safety.,M3phan,October 22
Fresh FSD video; Mindblowing,"> @82bert said:
> Does anyone know how FSD pricing works for preorders? As in I configured it with cybertruck, does that lock in a price?
""Selecting Full Self-Driving today will secure your price as it increases in the future.""",andy_connor_e,October 22
Fresh FSD video; Mindblowing,"> @M3phan said:
> Hahahaha. That beta screen viz is nuts. But it is cool to see what the computer sees. Interested to see how the fleet version cleaned up will look. Guess we may see more objects? Or maybe just relevant ones to safety. 
I don’t think ultimately that will all display after beta. It’s there to provide comfort about the system awareness.",M-A-B-MCMLXXX,October 22
Fresh FSD video; Mindblowing,Thanks Andy and bighorn. Makes sense. Quite happy to hear this.,82bert,October 22
Fresh FSD video; Mindblowing,"me too, i locked in FSD price when it was $7k",andy_connor_e,October 22
Fresh FSD video; Mindblowing,"Well Cruise has the robotaxis now vs. Musks promised $100K appreciating Model 3 ""robotaxis"" if that is any indication of who leads in the autonomous car tech.
""GM’s Cruise Unit Allowed to Test Robotaxis in San Francisco""
https://www.bloomberg.com/news/articles/2020-10-15/gm-s-cruise-unit-wins-permit-for-robotaxi-tests-in-san-francisco
""July 2019. Elon Musk: Tesla cars should be worth $100k to $200k with Full Self-Driving package""
https://xxxxx.co/2019/07/16/tesla-cars-worth-100k-200k-full-self-driving-package-elon-musk/
Plug in electrk's name as site is blocked here.",FISHEV,October 22
Fresh FSD video; Mindblowing,Thank you fish. Move along now.,82bert,October 22
Fresh FSD video; Mindblowing,Lolz those dumb trolls never give up.,WW_icefree,October 22
Fresh FSD video; Mindblowing,"Tesla has 12 miles being driven at a Level 4. Level 3 is probably a year or two away. Sorry that the Tesla enthusiasts have their heads buried. My guess is that the high number of disengagements per mile driven will be an embarrassment and Tesla does not want to start until they have them manageable. Come on Tesla I need for my M3 to start making money.
General Motors Co.’s Cruise LLC unit will be allowed to test autonomous vehicles on public roads in San Francisco without a safety driver, joining Amazon.com Inc.-backed Zoox Inc. and a handful of other self-driving startups.
Cruise is permitted to operate five vehicles without a driver behind the wheel, a step up from approval it received five years ago that required the presence of a person to take control if needed, the California Department of Motor Vehicles said Thursday in a statement.
While some 60 companies have permission to conduct autonomous testing with a safety driver in California, Cruise becomes only the fifth allowed to test a truly driverless mode in the state. Others in that small group include Alphabet Inc. unit Waymo LLC, Nuro Inc., AutoX Technologies and Zoox -- which received its permit last month.",howard_98305575,October 22
Fresh FSD video; Mindblowing,"Tesla approved, wow Elon did it!
Two short clips, first one of driver and friend reaction (camera pointed at them), and second one of night driving pov out windshield. Amazing. Can’t wait. 
https://mobile.twitter.com/brandonee916/status/1319126180675481600
https://mobile.twitter.com/teslaownersSV/status/1319142259086913536",M3phan,October 22
Fresh FSD video; Mindblowing,"These guys posting under Tesla Owners Silicon Valley Twitter. 
Another video clip from them:
https://mobile.twitter.com/teslaownersSV/status/1319158282330632193",M3phan,October 22
Fresh FSD video; Mindblowing,"There are more and more videos being posted. This is legit. Various turns, avoiding parked cars, handling a roundabout. Can only imagine what it will look like and be capable off when it hits wide release.
Very pleased and excited.",82bert,October 22
Fresh FSD video; Mindblowing,FSD going up another $2000 on Monday. Hope nobody sold their car impetuously lately!😂,Bighorn,October 22
Fresh FSD video; Mindblowing,"Does anyone know how FSD pricing works for preorders? As in I configured it with cybertruck, does that lock in a price?",82bert,October 22
Fresh FSD video; Mindblowing,"Price of FSD going up $2k on Monday. Glad I got it early!
https://mobile.twitter.com/elonmusk/status/1319164198241341440",stingray.don_98527447,October 22
Fresh FSD video; Mindblowing,"Can’t wait for the dumbasses who say that Level 5 is 10 years off. 
https://mobile.twitter.com/teslaownersSV/status/1319147449030635521",Bighorn,October 22
Fresh FSD video; Mindblowing,"I also ordered my Cybertruck with FSD,. who knows!
What precedents are therefor holding the price?
I wouldn't like to lose 14 k in 15 minutes!",Ross1,October 22
Fresh FSD video; Mindblowing,You get the FSD price you reserved it at.,Bighorn,October 22
Fresh FSD video; Mindblowing,Good!,Ross1,October 22
Fresh FSD video; Mindblowing,"Mind blowing. Go Tesla, Go Elon!",WW_icefree,October 22
Fresh FSD video; Mindblowing,"I guess I’m up $2k on my obsolete 2020 Model 3, lol. 
I am working on developing trust in the self driving features, and this is just going into corners on the highway, not driving in complicated city environments.
Does that get better with time, developing a sense of trust?",larry_98733015,October 22
Fresh FSD video; Mindblowing,You can only die once,Ross1,October 22
Fresh FSD video; Mindblowing,"Larry, yes it does!",M3phan,October 22
Fresh FSD video; Mindblowing,"Bighorn, level 5, I thought the same thing...the genuine excitement these two dudes had witnessing what the car was doing on a BETA pre-fleet release made me think that timeline is not a decade off. No way.",M3phan,October 22
Fresh FSD video; Mindblowing,"I guess early testers are like test pilots but the risks are lower.
There is always risk. I could be killed by the autonomous driving system, a moment of my own inattentiveness, or by the negligence of another driver.
Overall, I am sure the autonomous systems drive better than humans but in specific situations that may not be true.",larry_98733015,October 22
Fresh FSD video; Mindblowing,"If the screen is so busy with all those road, object, and sign indicators, how will I be able to see if my brake lights or turn signals are on?
;)",M-A-B-MCMLXXX,October 22
Fresh FSD video; Mindblowing,Hahahaha. That beta screen viz is nuts. But it is cool to see what the computer sees. Interested to see how the fleet version cleaned up will look. Guess we may see more objects? Or maybe just relevant ones to safety.,M3phan,October 22
Fresh FSD video; Mindblowing,"> @82bert said:
> Does anyone know how FSD pricing works for preorders? As in I configured it with cybertruck, does that lock in a price?
""Selecting Full Self-Driving today will secure your price as it increases in the future.""",andy_connor_e,October 22
Fresh FSD video; Mindblowing,"> @M3phan said:
> Hahahaha. That beta screen viz is nuts. But it is cool to see what the computer sees. Interested to see how the fleet version cleaned up will look. Guess we may see more objects? Or maybe just relevant ones to safety. 
I don’t think ultimately that will all display after beta. It’s there to provide comfort about the system awareness.",M-A-B-MCMLXXX,October 22
Fresh FSD video; Mindblowing,Thanks Andy and bighorn. Makes sense. Quite happy to hear this.,82bert,October 22
Fresh FSD video; Mindblowing,"me too, i locked in FSD price when it was $7k",andy_connor_e,October 22
Fresh FSD video; Mindblowing,"Well Cruise has the robotaxis now vs. Musks promised $100K appreciating Model 3 ""robotaxis"" if that is any indication of who leads in the autonomous car tech.
""GM’s Cruise Unit Allowed to Test Robotaxis in San Francisco""
https://www.bloomberg.com/news/articles/2020-10-15/gm-s-cruise-unit-wins-permit-for-robotaxi-tests-in-san-francisco
""July 2019. Elon Musk: Tesla cars should be worth $100k to $200k with Full Self-Driving package""
https://xxxxx.co/2019/07/16/tesla-cars-worth-100k-200k-full-self-driving-package-elon-musk/
Plug in electrk's name as site is blocked here.",FISHEV,October 22
Fresh FSD video; Mindblowing,Thank you fish. Move along now.,82bert,October 22
Fresh FSD video; Mindblowing,Lolz those dumb trolls never give up.,WW_icefree,October 22
Fresh FSD video; Mindblowing,"Tesla has 12 miles being driven at a Level 4. Level 3 is probably a year or two away. Sorry that the Tesla enthusiasts have their heads buried. My guess is that the high number of disengagements per mile driven will be an embarrassment and Tesla does not want to start until they have them manageable. Come on Tesla I need for my M3 to start making money.
General Motors Co.’s Cruise LLC unit will be allowed to test autonomous vehicles on public roads in San Francisco without a safety driver, joining Amazon.com Inc.-backed Zoox Inc. and a handful of other self-driving startups.
Cruise is permitted to operate five vehicles without a driver behind the wheel, a step up from approval it received five years ago that required the presence of a person to take control if needed, the California Department of Motor Vehicles said Thursday in a statement.
While some 60 companies have permission to conduct autonomous testing with a safety driver in California, Cruise becomes only the fifth allowed to test a truly driverless mode in the state. Others in that small group include Alphabet Inc. unit Waymo LLC, Nuro Inc., AutoX Technologies and Zoox -- which received its permit last month.",howard_98305575,October 22
